ID,Region,Region or State,Year,Land use,Value,Units,Release date,Source,Price per Acre (TND),Total Land (m²),Price (TND),Price per m² (TND),State_encoded,Land_use_encoded
155,South,Beja,1954,Total land,25532.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,103324429.52,127660000.0,710.6240551995828,58,14
156,South,Gafsa,1954,Total land,15411.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,62366159.46,77055000.0,702.5756548893285,60,14
157,Center,Sidi Bouzid,1954,Total land,31422.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,127160434.92,157110000.0,692.3580091994221,39,14
158,South,Gafsa,1954,Total land,25513.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,103247539.18,127565000.0,690.5266019100502,21,14
159,Center,Sidi Bouzid,1954,Total land,26750.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,108253505.0,133750000.0,670.6525435027979,53,14
160,South,Tozeur,1954,Total land,124242.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,502789980.12,621210000.0,635.055685753455,51,14
161,South,Mahdia,1954,Total land,19395.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,78488849.7,96975000.0,716.9174496341464,49,14
162,South,Zaghouan,1954,Total land,37429.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,151469922.94,187145000.0,702.4422906249371,14,14
163,North,Sidi Bouzid,1954,Total land,34728.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,140539354.08,173640000.0,874.9788096582748,13,14
164,North,Gabes,1954,Total land,32690.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,132291853.4,163450000.0,678.9021729571188,1,14
165,North,Mahdia,1954,Total land,92855.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,375771185.3,464275000.0,682.5448990553944,11,14
166,North,Tunis,1954,Total land,30239.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,122372999.54,151195000.0,738.621510558204,29,14
167,Center,Kef,1954,Total land,33712.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,136427744.32,168560000.0,669.7087839075715,5,14
168,North,Mahdia,1954,Total land,28904.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,116970441.44,144520000.0,674.6229621491933,23,14
169,North,Siliana,1954,Total land,212828.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,861285120.08,1064140000.0,703.7695564612255,52,14
170,North,Tozeur,1954,Total land,44180.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,178790274.8,220900000.0,637.1072960556818,44,14
171,South,Tataouine,1954,Total land,168648.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,682494845.28,843240000.0,869.882601293883,54,14
172,Center,Manouba,1954,Total land,548669.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2220386629.34,2743345000.0,707.3154569413637,32,14
173,Center,Ben Arous,1954,Total land,93362.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,377822943.32,466810000.0,634.6065578358545,31,14
174,North,Sousse,1954,Total land,52972.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,214370267.92,264860000.0,665.9618627155473,16,14
175,South,Nabeul,1954,Total land,62404.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,252540251.44,312020000.0,680.9700570559615,62,14
176,South,Kasserine,1954,Total land,66510.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,269156658.6,332550000.0,623.479395703079,7,14
177,North,Zaghouan,1954,Total land,77767.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,314712161.62,388835000.0,693.355083785559,37,14
178,South,Manouba,1954,Total land,72688.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,294158159.68,363440000.0,679.5379221103176,4,14
179,South,Manouba,1954,Total land,52701.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,213273568.86,263505000.0,676.0593586194722,56,14
180,North,Ariana,1954,Total land,70265.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,284352617.90000004,351325000.0,728.9203054380083,34,14
181,Center,Jendouba,1954,Total land,204699.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,828388195.14,1023495000.0,629.8499955015903,46,14
182,Center,Gabes,1954,Total land,42743.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,172974936.98000002,213715000.0,588.9406094955466,59,14
183,South,Zaghouan,1954,Total land,61642.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,249456544.12,308210000.0,683.1702722781326,45,14
184,South,Kairouan,1954,Total land,100314.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,405956714.04,501570000.0,813.2578960274859,6,14
185,South,Monastir,1954,Total land,1903825.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,7704513239.5,9519125000.0,688.8889433715729,0,14
186,South,Mahdia,1954,Total land,365482.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1479054486.52,1827410000.0,686.0748107784979,2,14
187,North,Medenine,1954,Total land,4100.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,16592126.0,20500000.0,705.0792758715877,15,14
188,South,Kebili,1954,Total land,2273407.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,9200159852.02,11367035000.0,690.9226082866526,55,14
189,South,Kef,1959,Total land,112324.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5500.0,454559502.64,617782000.0,857.8944796028034,41,14
190,North,Jendouba,1959,Total land,19848.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4000.0,80322077.28,79392000.0,880.8374320771189,24,14
191,South,Gafsa,1959,Total land,5769.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,23346335.34,28845000.0,829.5186087209488,35,14
192,South,Manouba,1959,Total land,5937.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4500.0,24026207.82,26716500.0,857.4685229781835,57,14
193,South,Ben Arous,1959,Total land,5035.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7000.0,20375940.1,35245000.0,858.2609668781809,26,14
194,South,Ben Arous,1959,Total land,677.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7500.0,2739724.22,5077500.0,896.8932194834314,48,14
195,Center,Zaghouan,1959,Total land,3135.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",6800.0,12686906.1,21318000.0,892.1928989841739,8,14
196,North,Tunis,1959,Total land,30681.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",10000.0,124161711.66,306810000.0,1081.2307070517788,38,14
197,South,Tataouine,1959,Total land,4813.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",12000.0,19477537.18,57756000.0,1015.8857766014588,36,14
198,North,Medenine,1959,Total land,28805.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",6500.0,116569802.3,187232500.0,889.9119642649766,47,14
199,South,Gafsa,1959,Total land,1266.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5123324.76,6330000.0,946.5085162959492,10,14
200,North,Bizerte,1959,Total land,6319.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,25572108.34,31595000.0,801.9079535056989,25,14
201,South,Siliana,1959,Total land,39.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,157827.54,195000.0,843.8980895134687,12,14
202,North,Tozeur,1959,Total land,122709.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,496586143.74,613545000.0,870.8268443502234,22,14
203,North,Jendouba,1959,Total land,36492.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,147678015.12,182460000.0,807.4949396299428,27,14
204,Center,Beja,1959,Total land,35011.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,141684615.46,175055000.0,842.4117725506536,61,14
205,South,Bizerte,1959,Total land,51206.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,207223513.16,256030000.0,906.299739213184,28,14
206,North,Kef,1959,Total land,165284.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,668881208.24,826420000.0,863.5229672811712,9,14
207,North,Sousse,1959,Total land,26222.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,106116762.92,131110000.0,821.6372380166739,43,14
208,North,Jendouba,1959,Total land,23158.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,93717183.88,115790000.0,869.1217016138935,18,14
209,South,Beja,1959,Total land,35795.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,144857353.70000002,178975000.0,863.8274849088152,17,14
210,North,Monastir,1959,Total land,35861.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,145124446.46,179305000.0,843.9211163042953,19,14
211,North,Beja,1959,Total land,44248.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,179065461.28,221240000.0,847.4242989975679,30,14
212,South,Tataouine,1959,Total land,194877.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,788639936.22,974385000.0,807.3214592490593,42,14
213,Center,Kebili,1959,Total land,44452.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,179891020.72,222260000.0,839.417296003458,40,14
214,North,Siliana,1959,Total land,48882.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,197818610.52,244410000.0,867.5948749544726,50,14
215,Center,Bizerte,1959,Total land,49032.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,198425639.52,245160000.0,862.748005842802,33,14
216,Center,Kebili,1959,Total land,52511.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,212504665.46,262555000.0,914.0428332265722,20,14
217,North,Nabeul,1959,Total land,124550.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,504036413.0,622750000.0,868.8685230402775,3,14
218,North,Gabes,1959,Total land,25496.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,103178742.56,127480000.0,843.3209819478075,58,14
219,Center,Kef,1959,Total land,15411.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,62366159.46,77055000.0,855.7227653440476,60,14
220,Center,Medenine,1959,Total land,31403.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,127083544.58,157015000.0,813.3522550132719,39,14
221,North,Kebili,1959,Total land,25512.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,103243492.32,127560000.0,874.2725448015817,21,14
222,South,Mahdia,1959,Total land,26728.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,108164474.08,133640000.0,905.3549882282158,53,14
223,Center,Bizerte,1959,Total land,124068.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,502085826.48,620340000.0,884.3619197442733,51,14
224,South,Nabeul,1959,Total land,19374.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,78403865.64,96870000.0,761.4725280360193,49,14
225,North,Medenine,1959,Total land,37295.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,150927643.70000002,186475000.0,866.9905343393195,14,14
226,North,Jendouba,1959,Total land,34721.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,140511026.06,173605000.0,1017.0489561528964,13,14
227,Center,Gafsa,1959,Total land,32678.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,132243291.08,163390000.0,786.1624295008207,1,14
228,South,Kairouan,1959,Total land,92690.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,375103453.4,463450000.0,841.6621654214968,11,14
229,Center,Zaghouan,1959,Total land,30223.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,122308249.78,151115000.0,818.9122742022828,29,14
230,North,Bizerte,1959,Total land,33599.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,135970449.14000002,167995000.0,859.2474172281336,5,14
231,North,Ben Arous,1959,Total land,28868.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,116824754.48,144340000.0,821.1484966526314,23,14
232,North,Manouba,1959,Total land,212306.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,859172659.1600001,1061530000.0,830.350503966729,52,14
233,Center,Beja,1959,Total land,44088.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,178417963.68,220440000.0,788.3331803392898,44,14
234,North,Tunis,1959,Total land,168218.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,680754695.48,841090000.0,1083.090390574726,54,14
235,South,Kebili,1959,Total land,548448.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2219492273.28,2742240000.0,839.3139472098991,32,14
236,North,Bizerte,1959,Total land,93271.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,377454679.06,466355000.0,765.1300061285582,31,14
237,North,Nabeul,1959,Total land,52933.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,214212440.38,264665000.0,820.3504530358605,16,14
238,Center,Ben Arous,1959,Total land,62343.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,252293392.98,311715000.0,762.0794292651279,62,14
239,Center,Nabeul,1959,Total land,66486.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,269059533.96000004,332430000.0,844.2498428343225,7,14
240,South,Beja,1959,Total land,77766.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,314708114.76,388830000.0,764.3043629548778,37,14
241,North,Kairouan,1959,Total land,72688.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,294158159.68,363440000.0,873.4095261692385,4,14
242,South,Nabeul,1959,Total land,52697.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,213257381.42,263485000.0,856.8517800934474,56,14
