Year,Attribute,Value
1955,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",84124.82033
1955,"Livestock and products: Meat animals: Price (index, 2015=1)",0.127035689
1955,"Livestock and products: Meat animals: Quantity (million, $2015)",55865.65611
1955,"Livestock and products: Dairy: Price (index, 2015=1)",0.226114368
1955,"Livestock and products: Dairy: Quantity (million, $2015)",18650.14172
1955,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.388063932
1955,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",9108.965585
1955,"Crops: All crops: Price (index, 2015=1)",0.275536004
1955,"Crops: All crops: Quantity (million, $2015)",72897.18057
1955,"Crops: Food grains: Price (index, 2015=1)",0.388544573
1955,"Crops: Food grains: Quantity (million, $2015)",5415.625734
1955,"Crops: Feed crops: Price (index, 2015=1)",0.270432219
1955,"Crops: Feed crops: Quantity (million, $2015)",31288.3666
1955,"Crops: Oil crops: Price (index, 2015=1)",0.245002073
1955,"Crops: Oil crops: Quantity (million, $2015)",5609.995279
1955,"Crops: Vegetables and melons: Price (index, 2015=1)",0.179933482
1955,"Crops: Vegetables and melons: Quantity (million, $2015)",9353.456521
1955,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.136676196
1955,"Crops: Fruits and tree nuts: Quantity (million, $2015)",9335.934408
1955,"Crops: Other crops 2/: Price (index, 2015=1)",0.342985195
1955,"Crops: Other crops 2/: Quantity (million, $2015)",13485.45658
1955,"Farm-related output 3/: Price (index, 2015=1)",0.137395787
1955,"Farm-related output 3/: Quantity (million, $2015)",5002.940897
1955,"Total farm inputs: Price (index, 2015=1)",0.088889522
1955,"Total farm inputs: Quantity (million, $2015)",412572.1058
1955,"Capital: All capital: Price (index, 2015=1)",0.082919506
1955,"Capital: All capital: Quantity (million, $2015)",133976.7945
1955,"Capital: Durable equipment: Price (index, 2015=1)",0.135502224
1955,"Capital: Durable equipment: Quantity (million, $2015)",24108.13744
1955,"Capital: Service buildings: Price (index, 2015=1)",0.141862193
1955,"Capital: Service buildings: Quantity (million, $2015)",5960.58526
1955,"Capital: Land: Price (index, 2015=1)",0.071912534
1955,"Capital: Land: Quantity (million, $2015)",93692.51651
1955,"Capital: Inventories: Price (index, 2015=1)",0.067880372
1955,"Capital: Inventories: Quantity (million, $2015)",3820.477183
1955,"Labor: All labor: Price (index, 2015=1)",0.037186657
1955,"Labor: All labor: Quantity (million, $2015)",236117.5841
1955,"Labor: Hired labor: Price (index, 2015=1)",0.039056469
1955,"Labor: Hired labor: Quantity (million, $2015)",66945.63905
1955,"Labor: Self-employed and unpaid family workers: Price (index, 2015=1)",0.036273005
1955,"Labor: Self-employed and unpaid family workers: Quantity (million, $2015)",169982.1502
1955,"Intermediate inputs: All intermediate inputs: Price (index, 2015=1)",0.142812842
1955,"Intermediate inputs: All intermediate inputs: Quantity (million, $2015)",117521.8113
1955,"Intermediate inputs: Feed and seed: Price (index, 2015=1)",0.17795728
1955,"Intermediate inputs: Feed and seed: Quantity (million, $2015)",57904.99027
1955,"Intermediate inputs: Energy: Price (index, 2015=1)",0.057679285
1955,"Intermediate inputs: Energy: Quantity (million, $2015)",26456.79983
1955,"Intermediate inputs: Fertilizer and lime: Price (index, 2015=1)",0.129454228
1955,"Intermediate inputs: Fertilizer and lime: Quantity (million, $2015)",9153.814554
1955,"Intermediate inputs: Pesticides: Price (index, 2015=1)",0.338543488
1955,"Intermediate inputs: Pesticides: Quantity (million, $2015)",590.7660532
1955,"Intermediate inputs: Purchased services: Price (index, 2015=1)",0.113447767
1955,"Intermediate inputs: Purchased services: Quantity (million, $2015)",29348.77242
1955,"Intermediate inputs: Other intermediate inputs: Price (index, 2015=1)",0.124720841
1955,"Intermediate inputs: Other intermediate inputs: Quantity (million, $2015)",1911.848149
1956,"Total output: Price (index, 2015=1)",0.229231201
1956,"Total output: Quantity (million, $2015)",158930.5197
1956,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.183546503
1956,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",86080.89656
1956,"Livestock and products: Meat animals: Price (index, 2015=1)",0.122382343
1956,"Livestock and products: Meat animals: Quantity (million, $2015)",55036.28508
1956,"Livestock and products: Dairy: Price (index, 2015=1)",0.234187671
1956,"Livestock and products: Dairy: Quantity (million, $2015)",19151.69142
1956,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.345949779
1956,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",10160.4661
1956,"Crops: All crops: Price (index, 2015=1)",0.275406955
1956,"Crops: All crops: Quantity (million, $2015)",72157.36895
1956,"Crops: Food grains: Price (index, 2015=1)",0.386689921
1956,"Crops: Food grains: Quantity (million, $2015)",5659.910806
1956,"Crops: Feed crops: Price (index, 2015=1)",0.258288295
1956,"Crops: Feed crops: Quantity (million, $2015)",30794.86418
1956,"Crops: Oil crops: Price (index, 2015=1)",0.261992771
1956,"Crops: Oil crops: Quantity (million, $2015)",6101.88123
1956,"Crops: Vegetables and melons: Price (index, 2015=1)",0.193336462
1956,"Crops: Vegetables and melons: Quantity (million, $2015)",9687.774252
1956,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.147597629
1956,"Crops: Fruits and tree nuts: Quantity (million, $2015)",9200.689791
1956,"Crops: Other crops 2/: Price (index, 2015=1)",0.343635089
1956,"Crops: Other crops 2/: Quantity (million, $2015)",12720.21458
1956,"Farm-related output 3/: Price (index, 2015=1)",0.140089832
1956,"Farm-related output 3/: Quantity (million, $2015)",5420.416367
1956,"Total farm inputs: Price (index, 2015=1)",0.088395143
1956,"Total farm inputs: Quantity (million, $2015)",412147.4658
1956,"Capital: All capital: Price (index, 2015=1)",0.07906681
1956,"Capital: All capital: Quantity (million, $2015)",133885.6618
1956,"Capital: Durable equipment: Price (index, 2015=1)",0.130795924
1956,"Capital: Durable equipment: Quantity (million, $2015)",24406.34021
1956,"Capital: Service buildings: Price (index, 2015=1)",0.141913031
1956,"Capital: Service buildings: Quantity (million, $2015)",6057.957652
1956,"Capital: Land: Price (index, 2015=1)",0.068853252
1956,"Capital: Land: Quantity (million, $2015)",92753.0399
1956,"Capital: Inventories: Price (index, 2015=1)",0.038090709
1956,"Capital: Inventories: Quantity (million, $2015)",3875.246945
1956,"Labor: All labor: Price (index, 2015=1)",0.04045399
1956,"Labor: All labor: Quantity (million, $2015)",221295.3497
1956,"Labor: Hired labor: Price (index, 2015=1)",0.042634548
1956,"Labor: Hired labor: Quantity (million, $2015)",61133.46088
1956,"Labor: Self-employed and unpaid family workers: Price (index, 2015=1)",0.03940343
1956,"Labor: Self-employed and unpaid family workers: Quantity (million, $2015)",161048.9846
1956,"Intermediate inputs: All intermediate inputs: Price (index, 2015=1)",0.139174828
1956,"Intermediate inputs: All intermediate inputs: Quantity (million, $2015)",121384.3201
1956,"Intermediate inputs: Feed and seed: Price (index, 2015=1)",0.168401786
1956,"Intermediate inputs: Feed and seed: Quantity (million, $2015)",60098.18622
1956,"Intermediate inputs: Energy: Price (index, 2015=1)",0.05903494
1956,"Intermediate inputs: Energy: Quantity (million, $2015)",26458.90702
1956,"Intermediate inputs: Fertilizer and lime: Price (index, 2015=1)",0.12607579
1956,"Intermediate inputs: Fertilizer and lime: Quantity (million, $2015)",9248.405266
1956,"Intermediate inputs: Pesticides: Price (index, 2015=1)",0.329586112
1956,"Intermediate inputs: Pesticides: Quantity (million, $2015)",816.1751658
1956,"Intermediate inputs: Purchased services: Price (index, 2015=1)",0.117452676
1956,"Intermediate inputs: Purchased services: Quantity (million, $2015)",30153.62336
1956,"Intermediate inputs: Other intermediate inputs: Price (index, 2015=1)",0.130932654
1956,"Intermediate inputs: Other intermediate inputs: Quantity (million, $2015)",1790.051986
1957,"Total output: Price (index, 2015=1)",0.2299431
1957,"Total output: Quantity (million, $2015)",157209.3883
1957,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.195758729
1957,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",84180.42585
1957,"Livestock and products: Meat animals: Price (index, 2015=1)",0.144074818
1957,"Livestock and products: Meat animals: Quantity (million, $2015)",52459.46868
1957,"Livestock and products: Dairy: Price (index, 2015=1)",0.239468714
1957,"Livestock and products: Dairy: Quantity (million, $2015)",19326.27823
1957,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.315181301
1957,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",10393.44652
1957,"Crops: All crops: Price (index, 2015=1)",0.263188245
1957,"Crops: All crops: Quantity (million, $2015)",71671.3505
1957,"Crops: Food grains: Price (index, 2015=1)",0.398210843
1957,"Crops: Food grains: Quantity (million, $2015)",5361.182089
1957,"Crops: Feed crops: Price (index, 2015=1)",0.240503521
1957,"Crops: Feed crops: Quantity (million, $2015)",33688.53109
1957,"Crops: Oil crops: Price (index, 2015=1)",0.24105598
1957,"Crops: Oil crops: Quantity (million, $2015)",5892.024764
1957,"Crops: Vegetables and melons: Price (index, 2015=1)",0.179671401
1957,"Crops: Vegetables and melons: Quantity (million, $2015)",9517.37442
1957,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.137210119
1957,"Crops: Fruits and tree nuts: Quantity (million, $2015)",9416.215137
1957,"Crops: Other crops 2/: Price (index, 2015=1)",0.345532734
1957,"Crops: Other crops 2/: Quantity (million, $2015)",10738.13739
1957,"Farm-related output 3/: Price (index, 2015=1)",0.131704479
1957,"Farm-related output 3/: Quantity (million, $2015)",6128.143768
1957,"Total farm inputs: Price (index, 2015=1)",0.088340705
1957,"Total farm inputs: Quantity (million, $2015)",409202.2361
1957,"Capital: All capital: Price (index, 2015=1)",0.076282936
1957,"Capital: All capital: Quantity (million, $2015)",132436.6637
1957,"Capital: Durable equipment: Price (index, 2015=1)",0.122679994
1957,"Capital: Durable equipment: Quantity (million, $2015)",24052.50297
1957,"Capital: Service buildings: Price (index, 2015=1)",0.127135595
1957,"Capital: Service buildings: Quantity (million, $2015)",6130.556347
1957,"Capital: Land: Price (index, 2015=1)",0.068446351
1957,"Capital: Land: Quantity (million, $2015)",91667.72551
1957,"Capital: Inventories: Price (index, 2015=1)",0.026010565
1957,"Capital: Inventories: Quantity (million, $2015)",3773.984098
1957,"Labor: All labor: Price (index, 2015=1)",0.044081636
1957,"Labor: All labor: Quantity (million, $2015)",205194.7051
1957,"Labor: Hired labor: Price (index, 2015=1)",0.04662019
1957,"Labor: Hired labor: Quantity (million, $2015)",58647.81132
1957,"Labor: Self-employed and unpaid family workers: Price (index, 2015=1)",0.042873682
1957,"Labor: Self-employed and unpaid family workers: Quantity (million, $2015)",147203.2728
1957,"Intermediate inputs: All intermediate inputs: Price (index, 2015=1)",0.135732719
1957,"Intermediate inputs: All intermediate inputs: Quantity (million, $2015)",125255.2684
1957,"Intermediate inputs: Feed and seed: Price (index, 2015=1)",0.159302019
1957,"Intermediate inputs: Feed and seed: Quantity (million, $2015)",62982.62753
1957,"Intermediate inputs: Energy: Price (index, 2015=1)",0.061341848
1957,"Intermediate inputs: Energy: Quantity (million, $2015)",26017.7751
1957,"Intermediate inputs: Fertilizer and lime: Price (index, 2015=1)",0.124800946
1957,"Intermediate inputs: Fertilizer and lime: Quantity (million, $2015)",9342.877909
1957,"Intermediate inputs: Pesticides: Price (index, 2015=1)",0.327295608
1957,"Intermediate inputs: Pesticides: Quantity (million, $2015)",592.736338
1957,"Intermediate inputs: Purchased services: Price (index, 2015=1)",0.120051486
1957,"Intermediate inputs: Purchased services: Quantity (million, $2015)",31277.76511
1957,"Intermediate inputs: Other intermediate inputs: Price (index, 2015=1)",0.135532381
1957,"Intermediate inputs: Other intermediate inputs: Quantity (million, $2015)",1896.6525
1958,"Total output: Price (index, 2015=1)",0.242580327
1958,"Total output: Quantity (million, $2015)",165969.5429
1958,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.21571397
1958,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",85003.7792
1958,"Livestock and products: Meat animals: Price (index, 2015=1)",0.175920402
1958,"Livestock and products: Meat animals: Quantity (million, $2015)",53283.90843
1958,"Livestock and products: Dairy: Price (index, 2015=1)",0.236158351
1958,"Livestock and products: Dairy: Quantity (million, $2015)",19296.31955
1958,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.32266552
1958,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",11038.42146
1958,"Crops: All crops: Price (index, 2015=1)",0.267167485
1958,"Crops: All crops: Quantity (million, $2015)",78683.62761
1958,"Crops: Food grains: Price (index, 2015=1)",0.36785448
1958,"Crops: Food grains: Quantity (million, $2015)",7912.435072
1958,"Crops: Feed crops: Price (index, 2015=1)",0.249453317
1958,"Crops: Feed crops: Quantity (million, $2015)",35542.802
1958,"Crops: Oil crops: Price (index, 2015=1)",0.240563191
1958,"Crops: Oil crops: Quantity (million, $2015)",7071.821476
1958,"Crops: Vegetables and melons: Price (index, 2015=1)",0.175659951
1958,"Crops: Vegetables and melons: Quantity (million, $2015)",9882.730741
1958,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.157585921
1958,"Crops: Fruits and tree nuts: Quantity (million, $2015)",8845.967913
1958,"Crops: Other crops 2/: Price (index, 2015=1)",0.347365452
1958,"Crops: Other crops 2/: Quantity (million, $2015)",11275.02282
1958,"Farm-related output 3/: Price (index, 2015=1)",0.140446201
1958,"Farm-related output 3/: Quantity (million, $2015)",6427.631655
1958,"Total farm inputs: Price (index, 2015=1)",0.097994374
1958,"Total farm inputs: Quantity (million, $2015)",410849.5667
1958,"Capital: All capital: Price (index, 2015=1)",0.097119269
1958,"Capital: All capital: Quantity (million, $2015)",131051.1348
1958,"Capital: Durable equipment: Price (index, 2015=1)",0.126247959
1958,"Capital: Durable equipment: Quantity (million, $2015)",23673.04052
1958,"Capital: Service buildings: Price (index, 2015=1)",0.15910195
1958,"Capital: Service buildings: Quantity (million, $2015)",6194.842875
1958,"Capital: Land: Price (index, 2015=1)",0.094959337
